id,name,repo_url,license_name,license_abbr,language,secondary_language,builds_count,homepage_url
1032,libmwaw,git://git.code.sf.net/p/libmwaw/libmwaw,Mozilla Public License ,MPL,CXX,,36,https://sourceforge.net/projects/libmwaw/
17537,evanwyatt/jers,https://github.com/evanwyatt/jers.git,"BSD 3-Clause ""New"" or ""Revised"" License ",BSD3Clause,CXX,,83,https://github.com/evanwyatt/jers
23074,acidanthera/UEFIGraphicsFB,https://github.com/acidanthera/UEFIGraphicsFB.git,"BSD 3-Clause ""New"" or ""Revised"" License ",BSD3Clause,CXX,,15,https://github.com/acidanthera/UEFIGraphicsFB
13088,radsecproxy,https://github.com/radsecproxy/radsecproxy.git,"BSD 3-Clause ""New"" or ""Revised"" License ",BSD3Clause,CXX,,69,https://radsecproxy.github.io
3020,ODP-DPDK,https://github.com/OpenDataPlane/odp-dpdk.git,"BSD 3-Clause ""New"" or ""Revised"" License ",BSD3Clause,CXX,,405,https://www.opendataplane.org/
1973,zfsonlinux/zfs,https://github.com/zfsonlinux/zfs.git,Common Development and Distribution License ,CDDL,CXX,,980,http://zfsonlinux.org
23251,xmidt-org/curlws,https://github.com/xmidt-org/curlws.git,MIT license ,MIT,CXX,,5,https://github.com/xmidt-org/curlws
10511,qt-project-lts,https://code.qt.io,"GNU Library or ""Lesser"" General Public License version  ",LGPL,CXX,,316,https://www.qt.io
2667,RIOT-OS/RIOT,https://github.com/RIOT_OS/RIOT.git,"GNU Library or ""Lesser"" General Public License version  ",LGPL,CXX,,30,http://www.riot-os.org
24482,openvino-contrib,https://github.com/openvinotoolkit/openvino_contrib.git,Apache License ,Apache,CXX,,22,""
1160,etlegacy/etlegacy,https://github.com/etlegacy/etlegacy.git,GNU General Public License version ,GPL,CXX,,464,http://www.etlegacy.com
12130,ipxe/ipxe,https://github.com/ipxe/ipxe.git,GNU General Public License version ,GPL,CXX,,268,http://ipxe.org
25228,coverity-samples,https://github.com/RICSecLab/coverity-samples.git,Apache License ,Apache,CXX,,10,https://github.com/RICSecLab/coverity-samples
20039,daos-stack/raft,https://github.com/daos-stack/raft.git,"BSD 3-Clause ""New"" or ""Revised"" License ",BSD3Clause,CXX,,34,https://github.com/daos-stack/raft
22232,coverity-scan-test,git@github.com:mnts26/coverity-scan-test.git,MIT license ,MIT,CXX,,8,https://github.com/mnts26/coverity-scan-test
19996,user-mgmt-be,http://139.9.0.160/houp/user-mgmt-be.git,Apache License ,Apache,JAVA,,49,""
14190,nginx unit,http://hg.nginx.org/unit,Apache License ,Apache,CXX,,1642,https://unit.nginx.org
16447,acidanthera/MaciASL,https://github.com/acidanthera/MaciASL.git,GNU General Public License version ,GPL,CXX,,128,https://github.com/acidanthera/MaciASL
23141,hiredis-cluster,https://github.com/Nordix/hiredis-cluster.git,"BSD 3-Clause ""New"" or ""Revised"" License ",BSD3Clause,CXX,,73,https://github.com/Nordix/hiredis-cluster.git
8687,aaronjwood/PortAuthority,https://github.com/aaronjwood/PortAuthority.git,GNU General Public License version ,GPL,JAVA,,37,https://github.com/aaronjwood/PortAuthority
24274,hubTest,https://github.com/zhongzhouyao/testCode.git,GNU General Public License version ,GPL,CXX,,8,https://github.com/zhongzhouyao/testCode
12598,snap-confine,https://github.com/snapcore/snapd,GNU General Public License version ,GPL,CXX,,42,http://www.snapcraft.io
4301,GilesBathgate/RapCAD,https://github.com/GilesBathgate/RapCAD.git,GNU General Public License version ,GPL,CXX,,87,https://github.com/GilesBathgate/RapCAD
3015,pmem/pmdk,https://github.com/pmem/pmdk,"BSD 3-Clause ""New"" or ""Revised"" License ",BSD3Clause,CXX,,1850,http://pmem.io
13105,01org/tpm2.0-tools,https://github.com/intel/tpm2.0-tools.git,"BSD 3-Clause ""New"" or ""Revised"" License ",BSD3Clause,CXX,,43,https://github.com/tpm2-software/tpm2-tools
248,Kodi,git://github.com/xbmc/xbmc.git,GNU General Public License version ,GPL,CXX,,638,http://kodi.tv
23024,librtree,git@gitlab.com:jjg/librtree.git,MIT license ,MIT,CXX,,23,http://soliton.vm.bytemark.co.uk/pub/jjg/en/code/librtree/
12955,gnome-flashback,https://gitlab.gnome.org/GNOME/gnome-flashback.git,GNU General Public License version ,GPL,CXX,,31,https://gitlab.gnome.org/GNOME/gnome-flashback
11955,Mudlet/Mudlet,https://github.com/Mudlet/Mudlet.git,GNU General Public License version ,GPL,CXX,,790,https://github.com/Mudlet/Mudlet
2708,KDAB/KDSoap,https://github.com/KDAB/KDSoap.git,GNU General Public License version ,GPL,CXX,,136,https://github.com/KDAB/KDSoap
24149,LedgerHQ/app-symbol,https://github.com/LedgerHQ/app-symbol.git,Apache License ,Apache,CXX,,15,https://github.com/LedgerHQ/app-symbol
1086,ircd-hybrid/ircd-hybrid,git://github.com/ircd-hybrid/ircd-hybrid,GNU General Public License version ,GPL,CXX,,829,https://www.ircd-hybrid.org
1885,krita,https://invent.kde.org/kde/krita,GNU General Public License version ,GPL,CXX,OTHER,13,http://www.krita.org
22642,Wrapland,https://gitlab.com/kwinft/wrapland.git,"GNU Library or ""Lesser"" General Public License version  ",LGPL,CXX,,548,https://gitlab.com/kwinft/wrapland
22695,dakanji/RefindPlus,https://github.com/dakanji/RefindPlus.git,GNU General Public License version ,GPL,CXX,,88,https://github.com/dakanji/RefindPlus
24513,rlp_03,https://github.com/teragrep/rlp_03.git,Affero GNU Public License,AGPL,JAVA,,3,https://teragrep.com
24143,zhh-test,https://github.com/zhaohuiweixiao/zhh.git,MIT license ,MIT,JAVASCRIPT,,6,""
23194,michaelrsweet/pdfio,https://github.com/michaelrsweet/pdfio.git,Apache License ,Apache,CXX,,18,https://www.msweet.org/pdfio
11936,iLCSoft/Overlay,https://github.com/iLCSoft/Overlay.git,GNU General Public License version ,GPL,CXX,,271,https://github.com/iLCSoft/Overlay
14647,nih-at/ckmame,https://github.com/nih-at/ckmame.git,"BSD 3-Clause ""New"" or ""Revised"" License ",BSD3Clause,CXX,,78,https://nih.att/ckmame
10388,WohlSoft/PGE-Project,https://github.com/WohlSoft/PGE-Project.git,GNU General Public License version ,GPL,CXX,,505,https://github.com/WohlSoft/PGE-Project
13473,devsim/devsim,https://github.com/devsim/devsim.git,Apache License ,Apache,CXX,,9,https://github.com/devsim/devsim
25136,dbus-broker,https://github.com/bus1/dbus-broker,Apache License ,Apache,CXX,,3,https://github.com/bus1/dbus-broker
22484,Edit Permission Inheritance Cloud,https://bitbucket.org/apurde/edit-inherit-cloud/src/master/,Apache License ,Apache,JAVA,,4,https://bitbucket.org/apurde/edit-inherit-cloud
20749,sramsay/nowa,https://github.com/sramsay/nowa.git,GNU General Public License version ,GPL,CXX,,35,https://github.com/sramsay/nowa
11387,pali/udftools,https://github.com/pali/udftools.git,GNU General Public License version ,GPL,CXX,,337,https://github.com/pali/udftools
23166,cvc5/cvc5,https://github.com/cvc5/cvc5.git,"BSD 3-Clause ""New"" or ""Revised"" License ",BSD3Clause,CXX,,22,https://github.com/cvc5/cvc5
16166,acidanthera/AppleALC,https://github.com/acidanthera/AppleALC.git,"BSD 3-Clause ""New"" or ""Revised"" License ",BSD3Clause,CXX,,436,https://github.com/acidanthera/AppleALC
12369,iLCSoft/GEAR,https://github.com/iLCSoft/GEAR.git,GNU General Public License version ,GPL,CXX,,179,https://github.com/iLCSoft/GEAR
24755,passt,https://passt.top/passt,Affero GNU Public License,AGPL,CXX,,11,https://passt.top/
9853,qt-creator,git://code.qt.io/qt-creator/qt-creator.git,GNU General Public License version ,GPL,CXX,,262,https://www.qt.io/ide/
5727,mamedev/mame,https://github.com/mamedev/mame,GNU General Public License version ,GPL,CXX,,510,http://www.mamedev.org/
15378,batman-adv-maint,https://git.open-mesh.org/batman-adv.git/shortlog/refs/heads/maint,GNU General Public License version ,GPL,CXX,,97,https://www.open-mesh.org/projects/batman-adv/wiki
24306,yugr/SymbolHider,https://github.com/yugr/SymbolHider.git,MIT license ,MIT,CXX,,30,https://github.com/yugr/SymbolHider
639,libgit2,https://github.com/libgit2/libgit2,GNU General Public License version ,GPL,CXX,,2258,http://libgit2.github.com/
3079,Datovka,https://gitlab.labs.nic.cz/datovka/datovka.git,GNU General Public License version ,GPL,CXX,,128,https://www.datovka.cz/
2286,islog/liblogicalaccess,https://github.com/islog/liblogicalaccess.git,"GNU Library or ""Lesser"" General Public License version  ",LGPL,CXX,,315,https://github.com/islog/liblogicalaccess
20153,DLTcollab/tangle-accelerator,https://github.com/DLTcollab/tangle-accelerator.git,MIT license ,MIT,CXX,,113,https://github.com/DLTcollab/tangle-accelerator
7575,tbeu/matio,https://github.com/tbeu/matio.git,"BSD 2-Clause ""Simplified"" or ""FreeBSD"" License ",BSD2Clause,CXX,,622,https://github.com/tbeu/matio
22425,Wodan58/DUPLO,https://github.com/Wodan58/DUPLO.git,"BSD 3-Clause ""New"" or ""Revised"" License ",BSD3Clause,CXX,,4,https://github.com/Wodan58/DUPLO
23295,inotifytools,https://github.com/inotify-tools/inotify-tools.git,GNU General Public License version ,GPL,CXX,,186,https://github.com/inotify-tools/inotify-tools
21044,LibKet,https://gitlab.com/mmoelle1/LibKet,Mozilla Public License ,MPL,CXX,,8,""
23198,JesusKrists/JEngine,https://github.com/JesusKrists/JEngine.git,Apache License ,Apache,CXX,,8,https://github.com/JesusKrists/JEngine
18852,gost-engine,https://github.com/gost-engine/engine.git,"BSD 2-Clause ""Simplified"" or ""FreeBSD"" License ",BSD2Clause,CXX,,553,""
15522,S2OPC,https://gitlab.com/systerel/S2OPC.git,Apache License ,Apache,CXX,,1076,http://www.s2opc.com/
3695,libressl-portable/portable,https://github.com/libressl-portable/portable.git,"BSD 3-Clause ""New"" or ""Revised"" License ",BSD3Clause,CXX,,317,https://github.com/libressl-portable/portable
2205,gsjaardema/seacas,https://github.com/gsjaardema/seacas,"BSD 3-Clause ""New"" or ""Revised"" License ",BSD3Clause,CXX,,199,https://github.com/gsjaardema/seacas
9940,Helioviewer-Project/JHelioviewer-SWHV,https://github.com/Helioviewer-Project/JHelioviewer-SWHV.git,Mozilla Public License ,MPL,JAVA,,127,https://github.com/Helioviewer-Project/JHelioviewer-SWHV
4583,ARMmbed/mbedtls,git@github.com:Mbed-TLS/mbedtls.git,GNU General Public License version ,GPL,CXX,,187,https://tls.mbed.org
889,Terminology,git://git.enlightenment.org/apps/terminology.git,"BSD 2-Clause ""Simplified"" or ""FreeBSD"" License ",BSD2Clause,CXX,,1194,http://www.enlightenment.org/about-terminology
1409,mapserver/mapserver,https://github.com/mapserver/mapserver.git,MIT license ,MIT,CXX,,107,https://github.com/mapserver/mapserver
20985,n7space-canopen-lely-core,https://gitlab.com/n7space/canopen/lely-core.git,Apache License ,Apache,CXX,,432,https://gitlab.com/n7space/canopen/lely-core
23472,folkertvanheusden/MyIP,https://github.com/folkertvanheusden/MyIP.git,GNU General Public License version ,GPL,CXX,,18,https://github.com/folkertvanheusden/MyIP
23344,gdepeyrot/shadowsocks-libev,https://github.com/gdepeyrot/shadowsocks-libev.git,GNU General Public License version ,GPL,CXX,,4,https://github.com/gdepeyrot/shadowsocks-libev
25133,cytesys/toycrypto,https://github.com/cytesys/toycrypto.git,MIT license ,MIT,CXX,,10,https://github.com/cytesys/toycrypto
24889,dfuzzer,https://github.com/matusmarhefka/dfuzzer,GNU General Public License version ,GPL,CXX,,139,https://github.com/matusmarhefka/dfuzzer
21930,Lnossa/inHouse,https://github.com/Lnossa/inHouse.git,Academic Free License,AFL,CXX,,4,https://github.com/Lnossa/inHouse
18536,nickrobison-usds/jmacaroons,https://github.com/nickrobison-usds/jmacaroons.git,Apache License ,Apache,JAVA,,20,https://github.com/nickrobison-usds/jmacaroons
12337,AIDASoft/aidaTT,https://github.com/AIDASoft/aidaTT.git,GNU General Public License version ,GPL,CXX,,213,https://github.com/AIDASoft/aidaTT
23515,SSG_Cloud1,https://kserver1.ccms.talonusa.com/usfalcon/ssgcloud,Apache License ,Apache,JAVASCRIPT,,9,""
278,OpenSMTPD/OpenSMTPD,https://github.com/poolpOrg/OpenSMTPD.git,ISC License ,ISC,CXX,,465,http://www.OpenSMTPD.org
24377,popovec/OpenSC,https://github.com/popovec/OpenSC.git,"GNU Library or ""Lesser"" General Public License version  ",LGPL,CXX,,8,https://github.com/popovec/OpenSC
18187,onap-so,https://git.onap.org/so/,Apache License ,Apache,JAVA,JAVA,912,https://www.onap.org
22749,masterthesis_insecure,https://github.com/martingratt/masterthesis_insecure,GNU General Public License version ,GPL,JAVASCRIPT,,5,""
22146,gumbyhedman/testrepo2,https://github.com/gumbyhedman/testrepo2.git,GNU General Public License version ,GPL,CXX,,4,https://github.com/gumbyhedman/testrepo2
24663,hharte/fluxengine,https://github.com/hharte/fluxengine.git,MIT license ,MIT,CXX,,3,https://github.com/hharte/fluxengine
3212,Privoxy,https://www.privoxy.org/gitweb/?p=privoxy.git,GNU General Public License version ,GPL,CXX,,25,https://www.privoxy.org/
25226,retrage/ebcvm,https://github.com/retrage/ebcvm.git,MIT license ,MIT,CXX,,5,https://github.com/retrage/ebcvm
15911,pmem/libpmemobj-cpp,https://github.com/pmem/libpmemobj-cpp.git,"BSD 3-Clause ""New"" or ""Revised"" License ",BSD3Clause,CXX,,783,https://github.com/pmem/libpmemobj-cpp
22859,GregThain/htcondor,https://github.com/GregThain/htcondor.git,Apache License ,Apache,CXX,,61,https://github.com/GregThain/htcondor
9108,troglobit/mcjoin,https://github.com/troglobit/mcjoin.git,ISC License ,ISC,CXX,,15,https://github.com/troglobit/mcjoin
3968,Tirasa/ConnId,https://github.com/Tirasa/ConnId.git,Common Development and Distribution License ,CDDL,JAVA,,87,http://connid.tirasa.net
12348,iLCSoft/ConformalTracking,https://github.com/iLCSoft/ConformalTracking.git,GNU General Public License version ,GPL,CXX,,258,https://github.com/iLCSoft/ConformalTracking
7837,guillemj/debsig-verify,https://github.com/guillemj/debsig-verify.git,GNU General Public License version ,GPL,CXX,,13,https://wiki.debian.org/Teams/Dpkg
12349,iLCSoft/DDKalTest,https://github.com/iLCSoft/DDKalTest.git,GNU General Public License version ,GPL,CXX,,268,https://github.com/iLCSoft/DDKalTest
15713,Zialus/SD-DistributedFileSystem,https://github.com/Zialus/SD-DistributedFileSystem.git,GNU General Public License version ,GPL,JAVA,,33,https://github.com/Zialus/SD-DistributedFileSystem
13604,libyal/libbde,https://github.com/libyal/libbde.git,"GNU Library or ""Lesser"" General Public License version  ",LGPL,CXX,,82,https://github.com/libyal/libbde
23516,baresip/re,https://github.com/baresip/re.git,"BSD 3-Clause ""New"" or ""Revised"" License ",BSD3Clause,CXX,,57,https://github.com/baresip/re
16641,strukturag/libheif,https://github.com/strukturag/libheif.git,"GNU Library or ""Lesser"" General Public License version  ",LGPL,CXX,,32,https://github.com/strukturag/libheif
24470,ViTE,https://gitlab.inria.fr/solverstack/vite/,CeCILL License  ,CECILL,CXX,,13,https://solverstack.gitlabpages.inria.fr/vite/
21763,Nomade040/nmd,https://github.com/Nomade040/nmd.git,Please specify,OTHER,CXX,,164,https://github.com/Nomade040/nmd
23353,pbatard/ntfs-3g,https://github.com/pbatard/ntfs-3g.git,GNU General Public License version ,GPL,CXX,,29,https://github.com/pbatard/ntfs-3g
13436,OpenVPN/openvpn3,https://github.com/OpenVPN/openvpn3,GNU General Public License version ,GPL,CXX,,105,https://community.openvpn.net
25360,rtk_hci_uart,https://github.com/rtkbt-max/hci_uart.git,GNU General Public License version ,GPL,CXX,,4,""
4450,open-mpi/pmix,http://github.com/pmix/master,"BSD 3-Clause ""New"" or ""Revised"" License ",BSD3Clause,CXX,,849,http://github.com/pmix/master/wiki
7176,mferland/libzc,https://github.com/mferland/libzc.git,GNU General Public License version ,GPL,CXX,,26,https://github.com/mferland/libzc
22327,lordrasmus/p-net,https://github.com/lordrasmus/p-net.git,GNU General Public License version ,GPL,CXX,,3,https://github.com/lordrasmus/p-net
12357,iLCSoft/LCCD,https://github.com/iLCSoft/LCCD.git,GNU General Public License version ,GPL,CXX,,148,https://github.com/iLCSoft/LCCD
581,cryptlib,http://www.cs.auckland.ac.nz/~pgut001/pubs/beta.zip,Sleepycat License ,Sleepycat,CXX,,8,http://www.cs.auckland.ac.nz/~pgut001/cryptlib/index.html
4114,siemens/jailhouse,https://github.com/siemens/jailhouse.git,GNU General Public License version ,GPL,CXX,,252,https://github.com/siemens/jailhouse
25376,ennorehling/csmapfx,https://github.com/ennorehling/csmapfx.git,GNU General Public License version ,GPL,CXX,,3,https://github.com/ennorehling/csmapfx
24040,r3,https://github.com/c9s/r3.git,MIT license ,MIT,CXX,,11,https://github.com/c9s/r3
24145,LedgerHQ/app-avalanche,https://github.com/LedgerHQ/app-avalanche.git,MIT license ,MIT,CXX,,5,https://github.com/LedgerHQ/app-avalanche
6834,burghardt/arptools,https://github.com/burghardt/arptools.git,GNU General Public License version ,GPL,CXX,,8,https://github.com/burghardt/arptools
56,Firefox,https://hg.mozilla.org/mozilla-central,Mozilla Public License ,MPL,CXX,,992,https://www.mozilla.org
10872,exult/exult,https://github.com/exult/exult.git,GNU General Public License version ,GPL,CXX,,217,https://github.com/exult/exult
22416,michaelrsweet/zipc,https://github.com/michaelrsweet/zipc.git,"BSD 2-Clause ""Simplified"" or ""FreeBSD"" License ",BSD2Clause,CXX,,4,https://www.msweet.org/zipc
3035,mythes,http://hunspell.cvs.sourceforge.net/viewvc/hunspell/mythes/,MIT license ,MIT,CXX,,14,https://sourceforge.net/projects/hunspell/
24076,libHX,https://github.com/jengelh/libhx,"GNU Library or ""Lesser"" General Public License version  ",LGPL,CXX,,8,https://inai.de/projects/libhx/
7523,Osmocom,git://git.osmocom.org,Affero GNU Public License,AGPL,CXX,,1803,http://openbsc.osmocom.org
20184,gpsd-gitlab,https://gitlab.com/gpsd/gpsd.git,"BSD 2-Clause ""Simplified"" or ""FreeBSD"" License ",BSD2Clause,CXX,,1217,https://gpsd.io/
24550,ThomasDickey/vttest-snapshots,https://github.com/ThomasDickey/vttest-snapshots.git,MIT license ,MIT,CXX,,5,https://github.com/ThomasDickey/vttest-snapshots
17606,fcambus/telize,https://github.com/fcambus/telize.git,"BSD 2-Clause ""Simplified"" or ""FreeBSD"" License ",BSD2Clause,CXX,,18,https://github.com/fcambus/telize
23599,edsantiago/xlbiff,https://github.com/edsantiago/xlbiff.git,MIT license ,MIT,CXX,,6,https://github.com/edsantiago/xlbiff
5975,0intro/libregexp,https://github.com/0intro/libregexp.git,MIT license ,MIT,CXX,,15,https://github.com/0intro/libregexp
3202,jstedfast/MailKit,https://github.com/jstedfast/MailKit.git,MIT license ,MIT,CSHARP,,24,https://github.com/jstedfast/MailKit
498,pstoedit,http://sourceforge.net/projects/pstoedit/files/pstoedit/3.62/pstoedit-3.62.tar.gz/download,GNU General Public License version ,GPL,CXX,,20,http://pstoedit.sourceforge.net/
10314,Objeck,https://github.com/objeck/objeck-lang.git,"BSD 3-Clause ""New"" or ""Revised"" License ",BSD3Clause,CXX,,107,https://github.com/objeck/objeck-lang
3606,kicad,https://gitlab.com/kicad/code/kicad,GNU General Public License version ,GPL,CXX,,1013,http://www.kicad.org/
3075,mdds,https://gitlab.com/mdds/mdds.git,MIT license ,MIT,CXX,,32,https://gitlab.com/mdds/mdds
21942,monero-project/monero,https://github.com/monero-project/monero.git,"BSD 3-Clause ""New"" or ""Revised"" License ",BSD3Clause,CXX,,6,https://github.com/monero-project/monero
20770,JoshuaGreen/popeye,https://github.com/JoshuaGreen/popeye.git,Please specify,OTHER,CXX,,3,https://github.com/JoshuaGreen/popeye
4298,libinput,git://git.freedesktop.org/git/wayland/libinput.git,MIT license ,MIT,CXX,,171,http://freedesktop.org/wiki/Software/libinput/
22867,awm/loglib,https://github.com/awm/loglib.git,"BSD 2-Clause ""Simplified"" or ""FreeBSD"" License ",BSD2Clause,CXX,,5,https://github.com/awm/loglib
18083,oknenavin/cxon,https://github.com/oknenavin/cxon.git,MIT license ,MIT,CXX,,300,https://github.com/oknenavin/cxon
21232,tiran/python-ldap,https://github.com/tiran/python-ldap.git,Python License ,Python ,CXX,,216,https://github.com/tiran/python-ldap
13714,flamewing/s2ssedit,https://github.com/flamewing/s2ssedit.git,"GNU Library or ""Lesser"" General Public License version  ",LGPL,CXX,,48,https://github.com/flamewing/s2ssedit
13599,libyal/libvhdi,https://github.com/libyal/libvhdi.git,"GNU Library or ""Lesser"" General Public License version  ",LGPL,CXX,,57,https://github.com/libyal/libvhdi
13238,libyal/libcnotify,https://github.com/libyal/libcnotify.git,"GNU Library or ""Lesser"" General Public License version  ",LGPL,CXX,,50,https://github.com/libyal/libcnotify
14508,SRombauts/SQLiteCpp,https://github.com/SRombauts/SQLiteCpp.git,MIT license ,MIT,CXX,,55,https://github.com/SRombauts/SQLiteCpp
16074,Sphereserver/Source,https://github.com/Sphereserver/Source.git,Apache License ,Apache,CXX,,366,https://www.spherecommunity.net
23233,astrorama/Alexandria,https://github.com/astrorama/Alexandria.git,"GNU Library or ""Lesser"" General Public License version  ",LGPL,CXX,,6,https://github.com/astrorama/Alexandria
13304,libyal/libcaes,https://github.com/libyal/libcaes.git,"GNU Library or ""Lesser"" General Public License version  ",LGPL,CXX,,67,https://github.com/libyal/libcaes
22696,atheme/atheme-contrib-modules,https://github.com/atheme/atheme-contrib-modules.git,ISC License ,ISC,CXX,,13,https://atheme.github.io/atheme.html
24559,JS TEST,https://github.com/arul1317/nodejs-test,MIT license ,MIT,JAVASCRIPT,,30,""
7836,guillemj/libbsd,https://github.com/guillemj/libbsd.git,"BSD 3-Clause ""New"" or ""Revised"" License ",BSD3Clause,CXX,,14,http://libbsd.freedesktop.org
23838,akva2/IFEM-HM,https://github.com/akva2/IFEM-HM.git,GNU General Public License version ,GPL,CXX,,3,https://github.com/akva2/IFEM-HM
739,nghttp2/nghttp2,https://github.com/nghttp2/nghttp2,MIT license ,MIT,CXX,,111,https://nghttp2.org
23812,zhyrohaad/evemu_Crucible,https://github.com/zhyrohaad/evemu_Crucible.git,Open Software License,OSL,CXX,,11,https://github.com/zhyrohaad/evemu_Crucible
24907,jonasblixt/punchboot-tools,https://github.com/jonasblixt/punchboot-tools.git,"BSD 3-Clause ""New"" or ""Revised"" License ",BSD3Clause,CXX,,6,https://github.com/jonasblixt/punchboot-tools
13216,libyal/libcerror,https://github.com/libyal/libcerror.git,"GNU Library or ""Lesser"" General Public License version  ",LGPL,CXX,,141,https://github.com/libyal/libcerror
20602,troglobit/libite,https://github.com/troglobit/libite.git,MIT license ,MIT,CXX,,7,https://github.com/troglobit/libite
552,Enlightenment Foundation Libraries,https://git.enlightenment.org/core/efl.git,"GNU Library or ""Lesser"" General Public License version  ",LGPL,CXX,,1466,http://www.enlightenment.org/
20374,yandex/odyssey,https://github.com/yandex/odyssey.git,"BSD 3-Clause ""New"" or ""Revised"" License ",BSD3Clause,CXX,,81,https://github.com/yandex/odyssey
11089,iLCSoft/Marlin,https://github.com/iLCSoft/Marlin.git,GNU General Public License version ,GPL,CXX,,183,https://github.com/iLCSoft/Marlin
9389,lnslbrty/naskpass,https://github.com/lnslbrty/naskpass,GNU General Public License version ,GPL,CXX,,43,""
7276,Tarsnap/libcperciva,https://github.com/Tarsnap/libcperciva.git,"BSD 2-Clause ""Simplified"" or ""FreeBSD"" License ",BSD2Clause,CXX,,112,https://github.com/Tarsnap/libcperciva
6905,Tarsnap/kivaloo,https://github.com/Tarsnap/kivaloo.git,"BSD 2-Clause ""Simplified"" or ""FreeBSD"" License ",BSD2Clause,CXX,,39,https://github.com/Tarsnap/kivaloo
2161,cmouse/yahttp,https://github.com/cmouse/yahttp.git,MIT license ,MIT,CXX,,63,https://github.com/cmouse/yahttp
22249,cip-isar,https://gitlab.com/cip-project/cip-core/isar-cip-core.git,MIT license ,MIT,CXX,,4,https://gitlab.com/cip-project
16800,severalnines/s9s-tools,https://github.com/severalnines/s9s-tools.git,GNU General Public License version ,GPL,CXX,,5,https://github.com/severalnines/s9s-tools
2576,eID middleware,https://github.com/Fedict/eid-mw/,"GNU Library or ""Lesser"" General Public License version  ",LGPL,CXX,CSHARP,593,https://eid.belgium.be/
24127,fangxy2000/test_hub,https://github.com/fangxy2000/test_hub.git,Affero GNU Public License,AGPL,CXX,,6,https://github.com/fangxy2000/test_hub
11933,iLCSoft/DDMarlinPandora,https://github.com/iLCSoft/DDMarlinPandora.git,GNU General Public License version ,GPL,CXX,,324,https://github.com/iLCSoft/DDMarlinPandora
22476,jibeee/app-celo-spender,https://github.com/jibeee/app-celo-spender.git,Apache License ,Apache,CXX,,7,https://github.com/jibeee/app-celo-spender
11934,iLCSoft/MarlinDD4hep,https://github.com/iLCSoft/MarlinDD4hep.git,GNU General Public License version ,GPL,CXX,,184,https://github.com/iLCSoft/MarlinDD4hep
4381,mupen64plus-core,https://github.com/mupen64plus/mupen64plus-core.git,GNU General Public License version ,GPL,CXX,,282,https://code.google.com/p/mupen64plus/
12296,dtc,git://git.kernel.org/pub/scm/utils/dtc/dtc.git,GNU General Public License version ,GPL,CXX,,33,""
143,MonetDB,https://dev.monetdb.org/hg/MonetDB/,Mozilla Public License ,MPL,CXX,,83,https://www.monetdb.org/
21361,cgzones/goaccess,https://github.com/cgzones/goaccess.git,MIT license ,MIT,CXX,,12,https://github.com/cgzones/goaccess
10778,OP-TEE/optee_os,https://github.com/OP-TEE/optee_os.git,"BSD 2-Clause ""Simplified"" or ""FreeBSD"" License ",BSD2Clause,CXX,,9,https://github.com/OP-TEE/optee_os
5640,SSSD/sssd,https://github.com/SSSD/sssd.git,GNU General Public License version ,GPL,CXX,,213,https://github.com/SSSD/sssd
23271,ircd-hybrid/hopm,https://github.com/ircd-hybrid/hopm.git,GNU General Public License version ,GPL,CXX,,109,https://github.com/ircd-hybrid/hopm
20759,underhood/netdata,https://github.com/underhood/netdata.git,GNU General Public License version ,GPL,CXX,,8,https://github.com/underhood/netdata
21195,radareorg/r2ghidra-dec,https://github.com/radareorg/r2ghidra-dec.git,"GNU Library or ""Lesser"" General Public License version  ",LGPL,CXX,,23,https://github.com/radareorg/r2ghidra
24937,foros,https://github.com/42dot/foros,Apache License ,Apache,CXX,,6,https://42dot.ai/
24593,SrinivasKashi/appId-appComponent-cicd,https://github.com/SrinivasKashi/appId-appComponent-cicd.git,Apache License ,Apache,JAVA,,3,https://github.com/SrinivasKashi/appId-appComponent-cicd
20521,ZanoProjectDev,https://github.com/hyle-team/zano/tree/develop,MIT license ,MIT,CXX,,24,https://zano.org/
24461,justin-stephenson/sssd,https://github.com/justin-stephenson/sssd.git,GNU General Public License version ,GPL,CXX,,633,https://github.com/justin-stephenson/sssd
24734,arcaneframework/framework,https://github.com/arcaneframework/framework.git,Apache License ,Apache,CXX,CSHARP,167,https://github.com/arcaneframework/framework
20530,sangshuduo/TDengine,https://github.com/sangshuduo/TDengine.git,Affero GNU Public License,AGPL,CXX,JAVA,102,https://github.com/sangshuduo/TDengine
2297,batctl,git://git.open-mesh.org/batctl.git,GNU General Public License version ,GPL,CXX,,150,http://www.open-mesh.org/projects/batman-adv/wiki
1195,munin-monitoring/munin-c,https://github.com/munin-monitoring/munin-c.git,GNU General Public License version ,GPL,CXX,,22,https://github.com/munin-monitoring/munin-c
13569,libyal/libcreg,https://github.com/libyal/libcreg.git,"GNU Library or ""Lesser"" General Public License version  ",LGPL,CXX,,48,https://github.com/libyal/libcreg
8386,mysecureshell/mysecureshell,https://github.com/mysecureshell/mysecureshell.git,GNU General Public License version ,GPL,CXX,JAVA,28,https://github.com/mysecureshell/mysecureshell
193,piglit,git://anongit.freedesktop.org/piglit,MIT license ,MIT,CXX,,1063,https://piglit.freedesktop.org
15677,Zlika/theodore,https://github.com/Zlika/theodore.git,GNU General Public License version ,GPL,CXX,,108,https://github.com/Zlika/theodore
